time,open,high,low,close
1740103200,38697.35,38739.2,38634.53,38719.29
1740106800,38741.04,38747.91,38619.72,38657.45
1740110400,38654.54,38721.53,38613.62,38713.72
1740114000,38714.73,38769.05,38707.23,38748.84
1740117600,38750.24,38807.78,38740.61,38776.94
1740441600,38359.67,38407.26,38131.79,38394.33
1740445200,38417.94,38480.39,38335.09,38392.88
1740448800,38394.41,38485.95,38327.75,38345.94
1740452400,38364.32,38384.95,38302.13,38351.64
1740456000,38353.43,38386.06,38237.37,38240.91
1740459600,38241.23,38325.39,38233.3,38315.43
1740463200,38317.09,38325.44,38237.74,38237.79
1740528000,38143.68,38175.24,37811.26,37817.15
1740531600,37818.29,37893.83,37742.76,37799.46
1740535200,37802.24,37824,37754.32,37813.99
1740538800,37911.59,37943.2,37818.17,37824.06
1740542400,37825.49,37894.9,37801.72,37869.72
1740546000,37871.09,38083.81,37871.09,38035.28
1740549600,38036.38,38142.37,38036.38,38142.37
1740614400,38251.11,38344.1,38110.18,38303.34
1740618000,38303.26,38369.96,38150.88,38151.14
1740621600,38150.89,38207.43,38081.8,38198.91
1740625200,38174.42,38257.96,38122.15,38122.15
1740628800,38123.65,38129.79,38061.94,38121.16
1740632400,38121.37,38245.82,38107.54,38231.94
1740636000,38234.99,38295.03,38219,38256.17
1740700800,37853.48,37925.28,37239.03,37264.43
1740704400,37258.74,37293.53,37084.44,37136.15
1740708000,37138.44,37197.17,37074.7,37182.04
1740711600,37051.58,37052.04,36840.12,37012.82
1740715200,37014.64,37190.01,36936.05,37064.26
1740718800,37063.56,37171.08,37050.08,37116.58
1740722400,37117.35,37207.28,37093.29,37155.5
1740960000,37617.5,37720.36,37372.26,37450.29
1740963600,37453.88,37638.47,37420.16,37534.54
1740967200,37534.51,37587.53,37490.18,37579.97
1740970800,37611.88,37689.21,37603.22,37665.42
1740974400,37663.13,37779.47,37660.83,37779.47
1740978000,37779.34,37827.62,37754.8,37824.64
1740981600,37823.72,37823.72,37733.74,37785.47
1741046400,37532.01,37587.49,37225.38,37267.99
1741050000,37272.3,37284.54,36816.16,36919.21
1741053600,36919.24,37119.98,36911,37096.46
1741057200,37149.58,37188.49,37082.49,37136.26
1741060800,37140.87,37157.8,37004.91,37064
1741064400,37064.74,37324.79,37005.87,37315.66
1741068000,37320.42,37337.02,37236.27,37331.18
1741132800,37345.74,37536.23,37178.72,37313.64
1741136400,37319.3,37438.05,37232.96,37416.4
1741140000,37417.8,37429.2,37310.1,37356.39
1741143600,37442.99,37598.51,37419.79,37578.03
1741147200,37575.63,37606.34,37441.12,37479.5
1741150800,37479.66,37508.81,37358.73,37494.59
1741154400,37495.89,37504.64,37391.57,37418.24
1741219200,37654.95,37874.38,37618.74,37618.74
1741222800,37624.37,37775.02,37580.88,37764.97
1741226400,37763.67,37818.95,37725.97,37725.97
1741230000,37718.8,37777.27,37666.1,37763.32
1741233600,37764.32,37805.92,37714.12,37775.98
1741237200,37777.45,37815.2,37689.62,37696.11
1741240800,37695.85,37741.73,37671.73,37704.93
1741305600,37198.3,37221.65,36857.13,36871.09
1741309200,36874.55,37134.42,36858.06,37087.85
1741312800,37090.52,37110.39,36994.9,37008.38
1741316400,36937.48,36952.86,36873.12,36920.53
1741320000,36925.98,36965.81,36847.9,36903.32
1741323600,36905.6,36971.63,36827.48,36868.06
1741327200,36870.62,36922.47,36813.62,36887.17
1741564800,36972.59,37013.34,36705.02,36897.03
1741568400,36899.15,37052.82,36868.08,37052.82
1741572000,37053.54,37113.48,37030.41,37095.8
1741575600,37063.09,37101.37,37012.44,37049.2
1741579200,37044.79,37062.54,36933.9,36952.36
1741582800,36952.88,37066.85,36952.88,37002.07
1741586400,37003.19,37086.11,37003.19,37028.27
1741651200,36584.37,36602.37,36042.35,36131.89
1741654800,36133.24,36234.12,35987.13,36201.33
1741658400,36202.99,36469.17,36155.15,36382.52
1741662000,36429.47,36496.86,36391.82,36400.47
1741665600,36403.09,36589.68,36357.64,36562.47
1741669200,36562.64,36687.91,36508.75,36686.36
1741672800,36687.91,36793.11,36676.62,36793.11
1741737600,36763.1,36956.33,36658.86,36899.82
1741741200,36900.82,36919.25,36784.51,36886.16
1741744800,36887.12,36898.78,36809.32,36898.78
1741748400,36830.42,36855.94,36758.91,36760.77
1741752000,36766.93,36887.48,36754.8,36875.85
1741755600,36876.26,36931.81,36870.99,36905.88
1741759200,36907.75,36907.75,36792.47,36819.09
1741824000,37081.64,37326.27,37072.05,37206.34
1741827600,37206.31,37249.78,37066.81,37147.54
1741831200,37148.14,37217.4,37130.57,37173.77
1741834800,37116.33,37126.76,36967.71,36976.55
1741838400,36977,37048.75,36882.67,36931.24
